# Constructed from biom file
#OTU ID	BS5562_001	BS5562_002	BS5562_003	BS5562_004	BS5562_005	BS5562_006	BS5562_007	BS5562_008	BS5562_009	BS5562_010	BS5562_011	BS5562_012	BS5562_013	BS5562_014	BS5562_015	BS5562_016	BS5562_017	BS5562_018	BS5562_019	BS5562_020	BS5562_021	BS5562_022	BS5562_023	BS5562_025	BS5562_026	BS5562_027	BS5562_028	BS5562_029	BS5562_031	BS5562_032	BS5562_033	BS5562_034	BS5562_035	BS5562_036	BS5562_037	BS5562_038	BS5562_039	BS5562_040	BS5562_041	BS5562_043	BS5562_044	BS5562_045	BS5562_046	BS5562_047	BS5562_048	BS5562_049	BS5562_050	BS5562_051	BS5562_052	BS5562_053	BS5562_054	BS5562_055	BS5562_056	BS5562_057	BS5562_058	BS5562_059	BS5562_061	BS5562_062	BS5562_063	BS5562_064	BS5562_065	BS5562_069	taxonomy
30e940e91cab79b79bb07dc89276d1d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	67.0	185.0	0.0	0.0	240.0	225.0	36.0	25.0	97.0	201.0	413.0	418.0	107.0	160.0	1114.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
bd5983e527e3ab3c1bb03b778f78e0c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
e1d526b6d8f7e9aa06acb2397bc4e318	0.0	0.0	0.0	0.0	13.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	45.0	269.0	35.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__; g__; s__
48fe0e93ac23e9350ba25bda6954b97e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	69.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
ee54905acd1e5074659d229a5dfd422e	0.0	0.0	74.0	0.0	126.0	21.0	0.0	134.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	24.0	45.0	80.0	0.0	0.0	255.0	0.0	0.0	0.0	9.0	92.0	15.0	0.0	307.0	161.0	138.0	0.0	36.0	0.0	22.0	0.0	142.0	0.0	99.0	420.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
7a76764b41043c5de8894e9de28ac27c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	975.0	0.0	0.0	35.0	0.0	0.0	99.0	0.0	0.0	0.0	521.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae
13560dc8b404ed4f8f0e7e055d0a7b3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	47.0	0.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	423.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae
750cfb603fb1b3afc446a85eac999a33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	355.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
21d24d87336a5ed939c13da81cbcc7f9	0.0	0.0	53.0	0.0	37.0	0.0	39.0	77.0	48.0	0.0	0.0	0.0	75.0	428.0	90.0	0.0	0.0	120.0	58.0	54.0	114.0	33.0	37.0	80.0	146.0	51.0	76.0	452.0	0.0	0.0	525.0	0.0	0.0	0.0	25.0	176.0	0.0	28.0	0.0	0.0	0.0	0.0	67.0	111.0	104.0	57.0	0.0	211.0	29.0	0.0	0.0	33.0	0.0	0.0	139.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
32dc5f21954b2280bae966c67cb0090c	0.0	0.0	0.0	0.0	52.0	0.0	25.0	0.0	658.0	34.0	374.0	0.0	0.0	0.0	174.0	1972.0	0.0	39.0	377.0	0.0	0.0	0.0	1232.0	201.0	19.0	131.0	0.0	94.0	34.0	40.0	47.0	0.0	159.0	0.0	193.0	0.0	0.0	149.0	178.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	703.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__
144c287aaecb5d3e608850d1afd22391	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	89.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	88.0	9.0	14.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__
13e77c3b57c149fc0c84479a09ff6937	0.0	51.0	0.0	0.0	43.0	31.0	0.0	0.0	32.0	45.0	113.0	0.0	0.0	11.0	98.0	55.0	65.0	79.0	263.0	0.0	0.0	0.0	73.0	78.0	24.0	47.0	39.0	91.0	0.0	72.0	0.0	0.0	140.0	69.0	34.0	0.0	0.0	51.0	19.0	50.0	26.0	264.0	77.0	55.0	0.0	26.0	0.0	0.0	676.0	160.0	0.0	327.0	51.0	113.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
39f3426542d293aca7dcc7ff6ec44d1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
5d9222cc7f5908b0f2cea28b5e08e040	0.0	0.0	0.0	0.0	251.0	0.0	72.0	0.0	0.0	0.0	41.0	0.0	1278.0	922.0	337.0	0.0	31.0	76.0	50.0	0.0	86.0	4145.0	0.0	336.0	765.0	42.0	33.0	0.0	37.0	7031.0	3541.0	297.0	0.0	0.0	559.0	0.0	716.0	18.0	43.0	324.0	95.0	102.0	989.0	447.0	0.0	89.0	3739.0	0.0	0.0	438.0	0.0	7.0	1372.0	68.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
0a0f403141f4270d9c90c9fd538c70af	0.0	46.0	0.0	0.0	24.0	0.0	23.0	30.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	92.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
3f440909c53045caa4c830d53bb05fd3	0.0	7.0	18.0	0.0	4.0	7.0	24.0	13.0	14.0	0.0	0.0	0.0	5.0	56.0	10.0	0.0	28.0	65.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	46.0	9.0	0.0	16.0	36.0	0.0	0.0	0.0	14.0	0.0	168.0	0.0	17.0	30.0	8.0	0.0	0.0	20.0	77.0	3.0	0.0	13.0	82.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria
b712f6d712748de96eb148834a623ba1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	119.0	0.0	0.0	30.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus; s__obscurus
4d32c433af9104413a6d0e85aa240c0d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	301.0	1558.0	188.0	0.0	0.0	29.0	2059.0	47.0	127.0	907.0	0.0	126.0	0.0	0.0	0.0	0.0	314.0	0.0	61.0	0.0	28.0	0.0	0.0	49.0	7.0	13.0	53.0	15.0	0.0	0.0	0.0	0.0	27.0	15.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
59bb9516fdc6a0ae7b92c21a87a2b00f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Chlamydiae; c__Chlamydiia
5bd93a0d306eddfcc21f03e33b8aafed	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	183.0	10.0	0.0	0.0	0.0	20.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
f658bec28f72ccac93418e6ab971eadb	0.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	14.0	0.0	18.0	53.0	12.0	0.0	28.0	84.0	19.0	0.0	28.0	45.0	0.0	0.0	29.0	0.0	0.0	174.0	8.0	0.0	215.0	0.0	0.0	50.0	25.0	14.0	20.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria
581d47e597c62716475aaf024802ee58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
91bed4b23d793719b70a39552a2001b3	0.0	126.0	0.0	0.0	0.0	0.0	218.0	1092.0	26.0	0.0	20.0	0.0	34.0	0.0	0.0	0.0	42.0	0.0	0.0	6.0	0.0	0.0	0.0	13.0	87.0	0.0	121.0	20.0	56.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
ccf559c78221f047f5daa284785fe8e7	0.0	0.0	0.0	0.0	24.0	0.0	72.0	48.0	0.0	140.0	52.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	79.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	37.0	23.0	0.0	10.0	0.0	0.0	0.0	15.0	0.0	130.0	14.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
5323f88a63da235de0acae2bfba705d9	0.0	0.0	6.0	0.0	20.0	0.0	0.0	0.0	199.0	0.0	26.0	0.0	0.0	0.0	34.0	27.0	42.0	24.0	99.0	0.0	19.0	0.0	120.0	55.0	67.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	39.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	65.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__
dfb96fc28668636d588dcd6f598efd98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	342.0	18.0	16.0	0.0	0.0	0.0	65.0	0.0	0.0	51.0	0.0	97.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__
e487b7a822a803ebb6540be27b1b1fb9	0.0	18.0	14.0	0.0	142.0	0.0	65.0	72.0	42.0	27.0	15.0	0.0	39.0	32.0	31.0	28.0	39.0	19.0	33.0	0.0	28.0	13.0	32.0	40.0	32.0	70.0	52.0	12.0	32.0	35.0	21.0	51.0	49.0	113.0	11.0	108.0	121.0	28.0	0.0	0.0	102.0	53.0	460.0	56.0	87.0	82.0	0.0	30.0	39.0	70.0	0.0	73.0	0.0	44.0	38.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__; s__
77df0926f5eaecb440d29f08359d3593	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	29.0	0.0	38.0	27.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	210.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	36.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
ae5c12a1014f147a3f82cff259bc0096	0.0	19.0	95.0	0.0	195.0	55.0	74.0	108.0	46.0	147.0	0.0	0.0	461.0	174.0	180.0	97.0	32.0	152.0	120.0	38.0	213.0	56.0	77.0	136.0	92.0	44.0	162.0	161.0	233.0	109.0	139.0	91.0	0.0	373.0	54.0	0.0	13.0	21.0	8.0	88.0	199.0	95.0	234.0	150.0	377.0	142.0	81.0	299.0	49.0	154.0	0.0	206.0	80.0	125.0	745.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
521ce88af9b762ab81575d84b7bb2680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	639.0	55.0	34.0	0.0	0.0	460.0	58.0	150.0	104.0	78.0	0.0	24.0	215.0	0.0	15.0	0.0	0.0	0.0	28.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
