Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
"(2R,3R,4S,5S,6R)-2-[(3Z)-hex-3-en-1-yloxy]-6-(hydroxymethyl)oxane-3,4,5-triol",13.021_285.13088_RP,L2,C12H22O6,NA,NA,NA,NA
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol",8.014_318.15475_RP,L2,C14H20O7,NA,NA,NA,NA
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",15.454_247.09404_RP,L2,C14H14O4,NA,NA,NA,NA
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",15.449_247.09405_RP,L3,C14H14O4,NA,NA,NA,NA
"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",15.248_247.09406_RP,L3,C14H14O4,NA,NA,NA,NA
(2S)-2-amino-5-[[amino(methoxy)methylidene]amino]pentanoic acid,1.513_190.11863_RP,L3,C7H15N3O3,NA,NA,NA,NA
"(2S,3R,4S,5S,6R)-2-[4-(2-hydroxyethyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",8.015_323.11011_RP,L2,C14H20O7,NA,NA,NA,NA
"(2S,3S)-3-hydroxy-2-methyl-7-[(2S,3R)-3-methyloxiran-2-yl]-2,3-dihydropyrano[4,3-b]pyran-4,5-dione",1.414_253.07061_RP,L3,C12H12O6,NA,NA,NA,NA
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one",17.193_265.17979_RP,L2,C16H26O4,NA,NA,NA,NA
"(2S,8R)-8-hydroxy-2-[(1S)-1-hydroxyheptyl]-3,4,5,6,7,8-hexahydro-2H-1-benzopyran-5-one",15.74_305.17074_RP,L2,C16H26O4,NA,NA,NA,NA
"(2Z)-5-(1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)-3-methylpent-2-enoic acid",19.915_341.20863_RP,L2,C20H30O3,NA,NA,NA,NA
"(2Z)-5-(1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)-3-methylpent-2-enoic acid",19.751_341.20858_RP,L2,C20H30O3,NA,NA,NA,NA
"(3aR,7aS,8S,9aR)-5,8-dimethyl-3-methylidene-2H,3H,3aH,4H,6H,7H,7aH,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",16.785_225.14853_RP,L2,C15H18O3,NA,NA,NA,NA
"(3R,4S,5S,6R)-2-[(2R,4R,5R)-4,5-dihydroxy-6-[(2R,3R,4R)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-3-yl]oxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",1.308_458.18683_RP,L3,C17H31NO13,NA,NA,NA,NA
"(3R,4S,6R)-6-[(3S,6S)-5-amino-4-hydroxy-2-(hydroxymethyl)-6-methoxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",2.396_370.13445_RP,L3,C13H23NO11,NA,NA,NA,NA
(5-methyl-3-isoxazolyl)[4-(5-propyl-2-pyrimidinyl)piperazino]methanone,10.651_316.1755_RP,L2,C16H21N5O2,NA,NA,NA,NA
"(6S)-6-[(1S,2R)-1,2-dihydroxypentyl]-4-methoxy-5,6-dihydro-2H-pyran-2-one",14.096_253.10464_RP,L2,C11H18O5,NA,NA,NA,NA
(E)-tetradec-5-enedioic acid,16.451_257.17469_RP,L3,C14H24O4,NA,NA,NA,NA
(S)-(+)-5-Hydroxymethyl-2-pyrrolidinone,3.738_116.07058_RP,L1,C5H9NO2,NA,NA,NA,NA
"(Z)-7-[(2R,3S)-3-pentyloxiran-2-yl]hept-5-enoic Acid",17.9_241.17982_RP,L3,C14H24O3,NA,NA,NA,NA
"[4-(6-aminopurin-9-yl)-3,6,7-trioxabicyclo[3.2.0]heptan-2-yl]methanol",6.442_266.08838_RP,L3,C10H11N5O4,NA,NA,NA,NA
"[Similar to: (1S,4aS,7aR)-7-methyl-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4a-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-1H,4aH,5H,7aH-cyclopenta[c]pyran-5-one; ΔMass: -330.0798 Da]",15.452_161.09612_RP,L3,C11H12O,NA,NA,NA,NA
"[Similar to: (2E)-N-[(2S,3R,4R,5R,6S)-2-{[(2S,3R,4R,5S,6R)-3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}-6-{(2R)-2-[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydro-1(2H)-pyrimidinyl)-3,4-dihydrox ytetrahydro-2-furanyl]-2-hydroxyethyl}-4,5-dihydroxytetrahydro-2H-pyran-3-yl]-14-methyl-2-pentadecenamide; ΔMass: -659.3629 Da]",7.056_186.07611_RP,L3,C8H11NO4,NA,NA,NA,NA
"[Similar to: (3β,5ξ,9ξ,16α,18ξ)-16-Hydroxy-13,28-epoxyoleanan-3-yl 6-deoxy-α-L-mannopyranosyl-(1->2)-β-D-galactopyranosyl-(1->3)-[β-D-glucopyranosyl-(1->2)]-β-D-glucopyranosiduronic acid; ΔMass: -731.4496 Da]",1.224_374.12932_RP,L3,C12H23NO12,NA,NA,NA,NA
[Similar to: 13(S)-HOTrE; ΔMass: -18.0106 Da],19.43_277.21619_RP,L3,C18H28O2,NA,NA,NA,NA
[Similar to: 2-Hydroxy-2-methyl-3-buten-1-yl beta-D-glucopyranoside; ΔMass: 59.9848 Da],1.41_325.11294_RP,L3,C12H20O10,NA,NA,NA,NA
[Similar to: 3-hydroxy-N-(1-hydroxy-4-methylpentan-2-yl)-5-oxo-6-phenylhexanamide; ΔMass: 2.9117 Da],2.438_325.11293_RP,L3,C12H20O10,NA,NA,NA,NA
[Similar to: Aprobarbital; ΔMass: -42.0493 Da],4.011_169.05838_RP,L3,C3H4N8O,NA,NA,NA,NA
[Similar to: Maltotriose; ΔMass: -18.0106 Da],1.622_487.16571_RP,L3,C18H30O15,NA,NA,NA,NA
[Similar to: NP-014795; ΔMass: -583.3469 Da],7.057_276.10778_RP,L3,C11H17NO7,NA,NA,NA,NA
[Similar to: PEG n10; ΔMass: -26.9997 Da],11.239_432.28033_RP,L3,C19H37N5O6,NA,NA,NA,NA
[Similar to: PEG n7; ΔMass: 0.0000 Da],10.245_327.20138_RP,L3,C15H26N4O4,NA,NA,NA,NA
[Similar to: Stevioside; ΔMass: -480.2723 Da],5.74_325.11294_RP,L3,C13H16N4O6,NA,NA,NA,NA
"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",15.302_239.12778_RP,L2,C13H18O4,NA,NA,NA,NA
"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",18.341_431.20646_RP,L2,C24H30O7,NA,NA,NA,NA
"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",18.343_453.18846_RP,L2,C24H30O7,NA,NA,NA,NA
"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",18.582_453.18845_RP,L2,C24H30O7,NA,NA,NA,NA
"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",18.586_453.1885_RP,L2,C24H30O7,NA,NA,NA,NA
"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",17.923_453.18816_RP,L2,C24H30O7,NA,NA,NA,NA
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine",9.135_245.09207_RP,L3,C10H16N2O3S,NA,NA,NA,NA
1-[2-[(2-amino-3-methylbutanoyl)amino]-4-methylpentanoyl]pyrrolidine-2-carboxylic acid,9.963_328.22312_RP,L3,C16H29N3O4,NA,NA,NA,NA
"1-{[4-Hydroxy-6-(methoxymethyl)pyrimidin-2-yl]thio}-3,3-dimethylbutan-2-one",11.986_271.11524_RP,L3,C12H18N2O3S,NA,NA,NA,NA
1-{4-[(3S)-3-(5-Fluoro-1H-benzimidazol-2-yl)-1-pyrrolidinyl]-1-piperidinyl}ethanone,16.926_331.18806_RP,L3,C18H23FN4O,NA,NA,NA,NA
"1-Allyl-3-[(2S,11aS)-5,11-dioxo-2,3,5,10,11,11a-hexahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]urea",13.416_315.14385_RP,L2,C16H18N4O3,NA,NA,NA,NA
1-Aminocyclopropanecarboxylic acid,1.133_102.05495_RP,L1,C4H7NO2,NA,NA,NA,NA
1-Ethyl-3-prop-1-en-2-ylcyclopropene,13.755_109.10117_RP,L3,C8H12,NA,NA,NA,NA
"1-Methyl-4-(1-pyrrolidinyl)-1H-pyrazolo[3,4-d]pyrimidine",1.311_204.12304_RP,L3,C10H13N5,NA,NA,NA,NA
"1-Propanol, 3-(methylsulfinyl)-",2.548_123.0474_RP,L3,C4H10O2S,NA,NA,NA,NA
"1,4-dihydroxyheptadec-16-en-2-yl acetate",20.043_311.25804_RP,L2,C19H36O4,NA,NA,NA,NA
"1,6-anhydro-N-acetylmuramic acid",5.784_276.10778_RP,L3,C11H17NO7,NA,NA,NA,NA
11-Deoxy prostaglandin F1α,19.588_363.25081_RP,L2,C20H36O4,NA,NA,NA,NA
12-hydroxyheptadec-16-ynoic acid,19.61_283.22675_RP,L3,C17H30O3,NA,NA,NA,NA
"12-Oxo-8,10-heptadecadienoicacid",19.174_281.21081_RP,L3,C17H28O3,NA,NA,NA,NA
"12-Oxo-8,10-heptadecadienoicacid",18.23_281.21104_RP,L3,C17H28O3,NA,NA,NA,NA
12-oxo Phytodienoic Acid,17.513_293.21109_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-oxo Phytodienoic Acid,17.513_293.21109_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-oxo Phytodienoic Acid,17.513_293.21109_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,14.852_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,14.852_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,14.852_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,15.355_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,15.355_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,15.355_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,16.291_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,16.291_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,16.291_275.20053_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,15.891_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,15.891_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,15.891_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,18.228_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,18.228_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,18.228_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,18.716_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,18.716_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,18.716_275.20055_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,19.266_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,19.266_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,19.266_275.20054_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,18.241_293.21111_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,18.241_293.21111_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
12-Oxo phytodienoic acid,18.241_293.21111_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Biosynthesis of secondary metabolites
12-Oxo phytodienoic acid,18.542_275.20056_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,alpha-Linolenic acid metabolism
12-Oxo phytodienoic acid,18.542_275.20056_RP,L2,C18H28O3,cpd:C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate;12-OPDA;(15Z)-12-Oxophyto-10,15-dienoate;(15Z)-12-Oxophyto-10,15-dienoic acid;9(S),13(S)-12-Oxo-PDA;12-Oxo-10,15(Z)-phytodienoic acid;(9S,13S)-12-Oxophytodienoate;(9S,13S)-OPDA",C18H28O3,Metabolic pathways
